date,region,infected,recovered,dead
2020-04-11,Республика Ингушетия,29,0,0
2020-04-11,Республика Калмыкия,32,5,0
2020-04-11,Республика Карелия,2,0,0
2020-04-11,Республика Коми,208,1,3
2020-04-11,Республика Крым,29,7,0
2020-04-11,Республика Марий Эл,63,3,1
2020-04-11,Республика Мордовия,19,4,0
2020-04-11,Республика Саха (Якутия),19,13,0
2020-04-11,Республика Северная Осетия — Алания,27,1,1
2020-04-11,Республика Татарстан,73,11,0
2020-04-11,Республика Тыва,6,0,0
2020-04-11,Республика Хакасия,12,3,0
2020-04-11,Ростовская область,38,2,0
2020-04-11,Рязанская область,55,4,0
2020-04-11,Самарская область,21,14,0
2020-04-11,Санкт-Петербург,488,74,4
2020-04-11,Саратовская область,35,2,0
2020-04-11,Сахалинская область,11,4,0
2020-04-11,Свердловская область,74,32,0
2020-04-11,Севастополь,6,2,0
2020-04-11,Смоленская область,17,1,0
2020-04-11,Ставропольский край,66,9,2
2020-04-11,Тамбовская область,33,6,0
2020-04-11,Тверская область,31,3,0
2020-04-11,Томская область,4,3,0
2020-04-11,Тульская область,71,9,0
2020-04-11,Тюменская область,30,4,0
2020-04-11,Удмуртская Республика,11,3,0
2020-04-11,Ульяновская область,62,2,0
2020-04-11,Хабаровский край,29,7,2
2020-04-11,Ханты-Мансийский автономный округ — Югра,41,5,0
2020-04-11,Челябинская область,40,10,0
2020-04-11,Чеченская Республика,30,15,1
2020-04-11,Чувашская Республика,39,1,0
2020-04-11,Чукотский автономный округ,0,0,0
2020-04-11,Ямало-Ненецкий автономный округ,50,0,1
2020-04-11,Ярославская область,13,2,0
2020-04-12,Алтайский край,29,3,0
2020-04-12,Амурская область,6,1,0
2020-04-12,Архангельская область,24,5,0
2020-04-12,Астраханская область,29,0,0
2020-04-12,Белгородская область,31,3,0
2020-04-12,Брянская область,141,3,0
2020-04-12,Владимирская область,71,1,1
2020-04-12,Волгоградская область,38,7,0
2020-04-12,Вологодская область,42,0,0
2020-04-12,Воронежская область,49,12,0
2020-04-12,Еврейская автономная область,8,0,0
2020-04-12,Забайкальский край,8,1,0
2020-04-12,Ивановская область,80,7,0
2020-04-12,Иркутская область,28,0,2
2020-04-12,Кабардино-Балкарская Республика,35,3,0
2020-04-12,Калининградская область,70,16,1
2020-04-12,Калужская область,24,5,0
2020-04-12,Камчатский край,10,0,0
2020-04-12,Карачаево-Черкесская Республика,11,0,0
2020-04-12,Кемеровская область,12,3,0
2020-04-12,Кировская область,36,9,0
2020-04-12,Костромская область,18,3,2
2020-04-12,Краснодарский край,169,25,3
2020-04-12,Красноярский край,85,8,0
2020-04-12,Курганская область,4,1,0
2020-04-12,Курская область,43,3,0
2020-04-12,Ленинградская область,139,3,0
2020-04-12,Липецкая область,63,10,0
2020-04-12,Магаданская область,1,1,0
2020-04-12,Москва,10158,687,72
2020-04-12,Московская область,1360,75,18
2020-04-12,Мурманская область,128,10,0
2020-04-12,Ненецкий автономный округ,0,0,0
2020-04-12,Нижегородская область,194,14,1
2020-04-12,Новгородская область,18,4,0
2020-04-12,Новосибирская область,28,10,0
2020-04-12,Омская область,19,5,0
2020-04-12,Оренбургская область,25,5,1
2020-04-12,Орловская область,29,3,0
2020-04-12,Пензенская область,67,1,1
2020-04-12,Пермский край,60,15,3
2020-04-12,Приморский край,24,2,2
2020-04-12,Псковская область,16,6,2
2020-04-12,Республика Адыгея,20,5,0
2020-04-12,Республика Алтай,0,0,0
2020-04-12,Республика Башкортостан,84,7,1
2020-04-12,Республика Бурятия,73,15,1
2020-04-12,Республика Дагестан,84,9,0
2020-04-12,Республика Ингушетия,29,0,1
2020-04-12,Республика Калмыкия,32,5,0
2020-04-12,Республика Карелия,2,0,0
2020-04-12,Республика Коми,208,1,3
2020-04-12,Республика Крым,31,12,0
2020-04-12,Республика Марий Эл,70,5,1
2020-04-12,Республика Мордовия,42,4,0
2020-04-12,Республика Саха (Якутия),22,13,0
2020-04-12,Республика Северная Осетия — Алания,34,1,1
2020-04-12,Республика Татарстан,73,14,0
2020-04-12,Республика Тыва,6,0,0
2020-04-12,Республика Хакасия,12,3,0
2020-04-12,Ростовская область,52,4,0
2020-04-12,Рязанская область,71,4,0
2020-04-12,Самарская область,24,14,0
2020-04-12,Санкт-Петербург,557,74,4
2020-04-12,Саратовская область,42,2,0
2020-04-12,Сахалинская область,11,4,0
2020-04-12,Свердловская область,78,35,0
2020-04-12,Севастополь,6,2,0
2020-04-12,Смоленская область,17,1,1
2020-04-12,Ставропольский край,74,10,2
2020-04-12,Тамбовская область,48,6,0
2020-04-12,Тверская область,31,3,0
2020-04-12,Томская область,4,3,0
2020-04-12,Тульская область,74,9,0
2020-04-12,Тюменская область,39,8,0
2020-04-12,Удмуртская Республика,13,3,0
2020-04-12,Ульяновская область,70,2,0
2020-04-12,Хабаровский край,29,7,2
2020-04-12,Ханты-Мансийский автономный округ — Югра,41,5,0
2020-04-12,Челябинская область,40,11,0
2020-04-12,Чеченская Республика,47,15,3
2020-04-12,Чувашская Республика,50,2,0
2020-04-12,Чукотский автономный округ,0,0,0
2020-04-12,Ямало-Ненецкий автономный округ,62,0,1
2020-04-12,Ярославская область,27,3,0
2020-04-13,Алтайский край,31,3,0
2020-04-13,Амурская область,6,1,0
2020-04-13,Архангельская область,31,5,0
2020-04-13,Астраханская область,30,0,0
2020-04-13,Белгородская область,31,3,0
2020-04-13,Брянская область,142,3,0
2020-04-13,Владимирская область,84,1,1
2020-04-13,Волгоградская область,44,7,0
2020-04-13,Вологодская область,43,0,0
2020-04-13,Воронежская область,60,12,0
2020-04-13,Еврейская автономная область,9,0,0
2020-04-13,Забайкальский край,14,1,0
2020-04-13,Ивановская область,86,7,0
2020-04-13,Иркутская область,35,3,2
2020-04-13,Кабардино-Балкарская Республика,50,3,0
2020-04-13,Калининградская область,74,16,1
2020-04-13,Калужская область,34,5,0
2020-04-13,Камчатский край,10,0,0
2020-04-13,Карачаево-Черкесская Республика,13,0,0
2020-04-13,Кемеровская область,14,3,0
2020-04-13,Кировская область,51,9,0
2020-04-13,Костромская область,18,3,2
2020-04-13,Краснодарский край,210,28,3
2020-04-13,Красноярский край,110,8,0
2020-04-13,Курганская область,4,1,0
2020-04-13,Курская область,58,3,0
2020-04-13,Ленинградская область,155,3,0
2020-04-13,Липецкая область,69,10,0
2020-04-13,Магаданская область,2,1,0
2020-04-13,Москва,11513,837,82
2020-04-13,Московская область,1855,75,19
2020-04-13,Мурманская область,128,10,1
2020-04-13,Ненецкий автономный округ,0,0,0
2020-04-13,Нижегородская область,224,20,4
2020-04-13,Новгородская область,26,4,0
2020-04-13,Новосибирская область,36,10,0
2020-04-13,Омская область,20,5,0
2020-04-13,Оренбургская область,45,5,1
2020-04-13,Орловская область,34,3,0
2020-04-13,Пензенская область,84,1,1
2020-04-13,Пермский край,60,15,3
2020-04-13,Приморский край,28,2,2
2020-04-13,Псковская область,21,6,2
2020-04-13,Республика Адыгея,20,5,0
2020-04-13,Республика Алтай,0,0,0
2020-04-13,Республика Башкортостан,107,7,1
2020-04-13,Республика Бурятия,77,17,1
2020-04-13,Республика Дагестан,84,9,0
2020-04-13,Республика Ингушетия,34,0,1
2020-04-13,Республика Калмыкия,32,5,0
2020-04-13,Республика Карелия,3,0,0
2020-04-13,Республика Коми,208,1,3
2020-04-13,Республика Крым,32,12,0
2020-04-13,Республика Марий Эл,80,5,1
2020-04-13,Республика Мордовия,58,4,0
2020-04-13,Республика Саха (Якутия),25,13,0
2020-04-13,Республика Северная Осетия — Алания,34,1,2
2020-04-13,Республика Татарстан,84,14,0
2020-04-13,Республика Тыва,6,0,0
2020-04-13,Республика Хакасия,12,3,0
2020-04-13,Ростовская область,78,5,0
2020-04-13,Рязанская область,89,4,0
2020-04-13,Самарская область,29,14,0
2020-04-13,Санкт-Петербург,678,78,4
2020-04-13,Саратовская область,44,4,0
2020-04-13,Сахалинская область,11,6,0
2020-04-13,Свердловская область,85,35,0
2020-04-13,Севастополь,6,2,0
2020-04-13,Смоленская область,21,1,1
2020-04-13,Ставропольский край,86,10,2
2020-04-13,Тамбовская область,48,6,0
2020-04-13,Тверская область,75,3,0
2020-04-13,Томская область,8,3,0
2020-04-13,Тульская область,85,13,0
2020-04-13,Тюменская область,53,9,0
2020-04-13,Удмуртская Республика,13,3,0
2020-04-13,Ульяновская область,86,2,0
2020-04-13,Хабаровский край,54,7,2
2020-04-13,Ханты-Мансийский автономный округ — Югра,41,5,0
2020-04-13,Челябинская область,43,12,0
2020-04-13,Чеченская Республика,49,15,5
2020-04-13,Чувашская Республика,65,2,0
2020-04-13,Чукотский автономный округ,0,0,0
2020-04-13,Ямало-Ненецкий автономный округ,66,0,1
2020-04-13,Ярославская область,27,3,0
2020-04-14,Алтайский край,36,3,0
2020-04-14,Амурская область,6,1,0
2020-04-14,Архангельская область,32,5,0
2020-04-14,Астраханская область,30,0,0
2020-04-14,Белгородская область,41,3,0
2020-04-14,Брянская область,142,7,0
2020-04-14,Владимирская область,100,1,2
2020-04-14,Волгоградская область,46,7,0
2020-04-14,Вологодская область,50,0,0
2020-04-14,Воронежская область,68,16,1
2020-04-14,Еврейская автономная область,9,0,0
2020-04-14,Забайкальский край,14,1,0
2020-04-14,Ивановская область,96,8,0
2020-04-14,Иркутская область,39,3,2
2020-04-14,Кабардино-Балкарская Республика,50,3,0
2020-04-14,Калининградская область,79,16,1
2020-04-14,Калужская область,49,5,0
2020-04-14,Камчатский край,10,0,0
2020-04-14,Карачаево-Черкесская Республика,16,0,0
2020-04-14,Кемеровская область,14,3,0
2020-04-14,Кировская область,51,9,0
2020-04-14,Костромская область,18,3,2
2020-04-14,Краснодарский край,215,32,3
2020-04-14,Красноярский край,131,17,0
2020-04-14,Курганская область,4,1,0
2020-04-14,Курская область,58,3,0
2020-04-14,Ленинградская область,190,5,0
2020-04-14,Липецкая область,74,12,0
2020-04-14,Магаданская область,3,1,0
2020-04-14,Москва,13002,1016,95
2020-04-14,Московская область,2315,75,24
2020-04-14,Мурманская область,128,10,1
2020-04-14,Ненецкий автономный округ,0,0,0
2020-04-14,Нижегородская область,292,20,4
2020-04-14,Новгородская область,26,4,0
2020-04-14,Новосибирская область,36,10,0
2020-04-14,Омская область,20,6,0
2020-04-14,Оренбургская область,53,6,1
2020-04-14,Орловская область,41,3,0
2020-04-14,Пензенская область,84,1,1
2020-04-14,Пермский край,87,16,3
2020-04-14,Приморский край,32,3,2
2020-04-14,Псковская область,21,6,2
2020-04-14,Республика Адыгея,27,6,0
2020-04-14,Республика Алтай,0,0,0
2020-04-14,Республика Башкортостан,129,9,3
2020-04-14,Республика Бурятия,86,17,1
2020-04-14,Республика Дагестан,100,9,0
2020-04-14,Республика Ингушетия,34,0,1
2020-04-14,Республика Калмыкия,32,9,0
2020-04-14,Республика Карелия,3,0,0
2020-04-14,Республика Коми,305,1,3
2020-04-14,Республика Крым,32,12,0
2020-04-14,Республика Марий Эл,91,5,1
2020-04-14,Республика Мордовия,71,4,0
2020-04-14,Республика Саха (Якутия),26,13,0
2020-04-14,Республика Северная Осетия — Алания,52,1,2
2020-04-14,Республика Татарстан,107,14,0
2020-04-14,Республика Тыва,6,0,0
2020-04-14,Республика Хакасия,20,3,0
2020-04-14,Ростовская область,98,5,0
2020-04-14,Рязанская область,116,4,0
2020-04-14,Самарская область,40,14,0
2020-04-14,Санкт-Петербург,799,78,4
2020-04-14,Саратовская область,49,6,0
2020-04-14,Сахалинская область,11,6,0
2020-04-14,Свердловская область,93,37,0
2020-04-14,Севастополь,7,2,0
2020-04-14,Смоленская область,55,1,1
2020-04-14,Ставропольский край,95,10,2
2020-04-14,Тамбовская область,83,6,0
2020-04-14,Тверская область,75,3,0
2020-04-14,Томская область,15,4,0
2020-04-14,Тульская область,85,13,0
2020-04-14,Тюменская область,67,9,0
2020-04-14,Удмуртская Республика,19,3,0
2020-04-14,Ульяновская область,86,2,0
2020-04-14,Хабаровский край,54,7,2
2020-04-14,Ханты-Мансийский автономный округ — Югра,56,5,0
2020-04-14,Челябинская область,48,12,0
2020-04-14,Чеченская Республика,64,15,5
2020-04-14,Чувашская Республика,65,2,0
2020-04-14,Чукотский автономный округ,0,0,0
2020-04-14,Ямало-Ненецкий автономный округ,66,0,1
2020-04-14,Ярославская область,27,6,0
2020-04-15,Алтайский край,39,3,0
2020-04-15,Амурская область,6,1,0
2020-04-15,Архангельская область,32,10,0
2020-04-15,Астраханская область,47,2,1
2020-04-15,Белгородская область,45,3,1
2020-04-15,Брянская область,164,12,0
2020-04-15,Владимирская область,145,1,2
2020-04-15,Волгоградская область,47,7,0
2020-04-15,Вологодская область,52,0,0
2020-04-15,Воронежская область,75,19,1
2020-04-15,Еврейская автономная область,9,0,0
2020-04-15,Забайкальский край,14,1,0
2020-04-15,Ивановская область,121,8,0
2020-04-15,Иркутская область,39,3,2
2020-04-15,Кабардино-Балкарская Республика,50,3,0
2020-04-15,Калининградская область,84,24,1
2020-04-15,Калужская область,74,5,0
2020-04-15,Камчатский край,10,0,0
2020-04-15,Карачаево-Черкесская Республика,23,0,0
2020-04-15,Кемеровская область,15,4,0
2020-04-15,Кировская область,64,9,0
2020-04-15,Костромская область,27,3,2
2020-04-15,Краснодарский край,239,40,3
2020-04-15,Красноярский край,142,17,0
2020-04-15,Курганская область,10,1,0
2020-04-15,Курская область,89,3,0
2020-04-15,Ленинградская область,298,5,0
2020-04-15,Липецкая область,85,15,0
2020-04-15,Магаданская область,3,1,0
2020-04-15,Москва,14776,1205,106
2020-04-15,Московская область,2587,75,26
2020-04-15,Мурманская область,265,14,1
2020-04-15,Ненецкий автономный округ,1,0,0
2020-04-15,Нижегородская область,339,21,4
2020-04-15,Новгородская область,26,4,0
2020-04-15,Новосибирская область,53,11,0
2020-04-15,Омская область,22,9,0
2020-04-15,Оренбургская область,54,6,1
2020-04-15,Орловская область,41,3,0
2020-04-15,Пензенская область,100,4,2
2020-04-15,Пермский край,114,16,3
2020-04-15,Приморский край,36,3,2
2020-04-15,Псковская область,27,8,4
2020-04-15,Республика Адыгея,27,12,0
2020-04-15,Республика Алтай,0,0,0
2020-04-15,Республика Башкортостан,149,9,5
2020-04-15,Республика Бурятия,92,23,2
2020-04-15,Республика Дагестан,105,9,3
2020-04-15,Республика Ингушетия,90,1,1
2020-04-15,Республика Калмыкия,35,9,2
2020-04-15,Республика Карелия,7,0,0
2020-04-15,Республика Коми,402,1,3
2020-04-15,Республика Крым,34,12,0
2020-04-15,Республика Марий Эл,118,8,1
2020-04-15,Республика Мордовия,71,5,0
2020-04-15,Республика Саха (Якутия),33,15,0
2020-04-15,Республика Северная Осетия — Алания,52,1,2
2020-04-15,Республика Татарстан,107,14,0
2020-04-15,Республика Тыва,6,0,0
2020-04-15,Республика Хакасия,26,3,0
2020-04-15,Ростовская область,104,8,0
2020-04-15,Рязанская область,116,4,0
2020-04-15,Самарская область,40,14,0
2020-04-15,Санкт-Петербург,929,95,5
2020-04-15,Саратовская область,56,8,0
2020-04-15,Сахалинская область,12,6,0
2020-04-15,Свердловская область,105,37,0
2020-04-15,Севастополь,8,2,0
2020-04-15,Смоленская область,106,1,1
2020-04-15,Ставропольский край,115,11,2
2020-04-15,Тамбовская область,83,6,0
2020-04-15,Тверская область,117,3,0
2020-04-15,Томская область,15,4,0
2020-04-15,Тульская область,130,17,0
2020-04-15,Тюменская область,85,10,1
2020-04-15,Удмуртская Республика,27,4,0
2020-04-15,Ульяновская область,104,2,0
2020-04-15,Хабаровский край,77,7,2
2020-04-15,Ханты-Мансийский автономный округ — Югра,71,9,0
2020-04-15,Челябинская область,51,13,0
2020-04-15,Чеченская Республика,105,15,5
2020-04-15,Чувашская Республика,78,2,0
2020-04-15,Чукотский автономный округ,1,0,0
2020-04-15,Ямало-Ненецкий автономный округ,73,0,1
2020-04-15,Ярославская область,39,7,0
2020-04-16,Алтайский край,48,3,0
2020-04-16,Амурская область,9,1,0
2020-04-16,Архангельская область,33,10,0
2020-04-16,Астраханская область,60,2,3
2020-04-16,Белгородская область,58,3,2
2020-04-16,Брянская область,201,23,0
2020-04-16,Владимирская область,159,1,5
2020-04-16,Волгоградская область,58,7,0
2020-04-16,Вологодская область,67,8,0
2020-04-16,Воронежская область,89,20,1
2020-04-16,Еврейская автономная область,10,0,0
2020-04-16,Забайкальский край,28,1,0
2020-04-16,Ивановская область,136,8,0
2020-04-16,Иркутская область,45,4,2
2020-04-16,Кабардино-Балкарская Республика,69,3,0
2020-04-16,Калининградская область,92,26,1
2020-04-16,Калужская область,102,8,1
2020-04-16,Камчатский край,21,0,0
2020-04-16,Карачаево-Черкесская Республика,30,0,0
2020-04-16,Кемеровская область,18,5,0
2020-04-16,Кировская область,73,9,0
2020-04-16,Костромская область,38,3,2
2020-04-16,Краснодарский край,260,40,3
2020-04-16,Красноярский край,202,17,0
2020-04-16,Курганская область,11,3,0
2020-04-16,Курская область,120,5,2
2020-04-16,Ленинградская область,330,5,0
2020-04-16,Липецкая область,96,22,0
2020-04-16,Магаданская область,18,1,0
2020-04-16,Москва,16146,1394,113
2020-04-16,Московская область,3054,91,33
2020-04-16,Мурманская область,306,15,1
2020-04-16,Ненецкий автономный округ,1,0,0
2020-04-16,Нижегородская область,404,21,4
2020-04-16,Новгородская область,53,4,0
2020-04-16,Новосибирская область,64,14,1
2020-04-16,Омская область,23,9,0
2020-04-16,Оренбургская область,82,12,2
2020-04-16,Орловская область,73,7,0
2020-04-16,Пензенская область,107,4,2
2020-04-16,Пермский край,132,19,3
2020-04-16,Приморский край,40,3,2
2020-04-16,Псковская область,32,8,4
2020-04-16,Республика Адыгея,43,15,1
2020-04-16,Республика Алтай,0,0,0
2020-04-16,Республика Башкортостан,191,9,5
2020-04-16,Республика Бурятия,100,24,2
2020-04-16,Республика Дагестан,154,9,6
2020-04-16,Республика Ингушетия,153,1,2
2020-04-16,Республика Калмыкия,36,9,2
2020-04-16,Республика Карелия,8,0,0
2020-04-16,Республика Коми,441,6,3
2020-04-16,Республика Крым,37,14,0
2020-04-16,Республика Марий Эл,147,8,1
2020-04-16,Республика Мордовия,71,5,1
2020-04-16,Республика Саха (Якутия),35,15,0
2020-04-16,Республика Северная Осетия — Алания,52,3,2
2020-04-16,Республика Татарстан,128,14,0
2020-04-16,Республика Тыва,8,0,0
2020-04-16,Республика Хакасия,27,3,0
2020-04-16,Ростовская область,145,8,0
2020-04-16,Рязанская область,154,4,0
2020-04-16,Самарская область,50,14,0
2020-04-16,Санкт-Петербург,1083,110,7
2020-04-16,Саратовская область,70,8,0
2020-04-16,Сахалинская область,12,6,0
2020-04-16,Свердловская область,111,44,0
2020-04-16,Севастополь,8,2,0
2020-04-16,Смоленская область,132,1,1
2020-04-16,Ставропольский край,143,11,2
2020-04-16,Тамбовская область,133,6,0
2020-04-16,Тверская область,151,9,0
2020-04-16,Томская область,21,4,0
2020-04-16,Тульская область,174,19,0
2020-04-16,Тюменская область,112,10,1
2020-04-16,Удмуртская Республика,42,4,0
2020-04-16,Ульяновская область,123,2,0
2020-04-16,Хабаровский край,91,7,2
2020-04-16,Ханты-Мансийский автономный округ — Югра,110,15,0
2020-04-16,Челябинская область,53,22,0
2020-04-16,Чеченская Республика,108,15,5
2020-04-16,Чувашская Республика,125,2,1
2020-04-16,Чукотский автономный округ,1,0,0
2020-04-16,Ямало-Ненецкий автономный округ,95,0,1
2020-04-16,Ярославская область,62,7,0
2020-04-17,Алтайский край,53,4,0
2020-04-17,Амурская область,11,3,0
2020-04-17,Архангельская область,34,11,0
2020-04-17,Астраханская область,64,7,3
2020-04-17,Белгородская область,70,9,2
2020-04-17,Брянская область,228,23,1
2020-04-17,Владимирская область,183,1,5
2020-04-17,Волгоградская область,62,7,0
2020-04-17,Вологодская область,77,9,0
2020-04-17,Воронежская область,108,24,1
2020-04-17,Еврейская автономная область,16,4,0
2020-04-17,Забайкальский край,30,1,0
2020-04-17,Ивановская область,149,10,0
2020-04-17,Иркутская область,47,4,2
2020-04-17,Кабардино-Балкарская Республика,92,3,0
2020-04-17,Калининградская область,104,28,1
2020-04-17,Калужская область,122,9,1
2020-04-17,Камчатский край,29,2,0
2020-04-17,Карачаево-Черкесская Республика,49,0,0
2020-04-17,Кемеровская область,22,5,0
2020-04-17,Кировская область,91,10,2
2020-04-17,Костромская область,47,7,2
2020-04-17,Краснодарский край,290,48,3
2020-04-17,Красноярский край,231,17,0
2020-04-17,Курганская область,12,3,0
2020-04-17,Курская область,145,8,2
2020-04-17,Ленинградская область,354,9,0
2020-04-17,Липецкая область,108,29,0
2020-04-17,Магаданская область,18,1,0
2020-04-17,Москва,18105,1517,127
2020-04-17,Московская область,3526,105,40
2020-04-17,Мурманская область,314,21,1
2020-04-17,Ненецкий автономный округ,1,0,0
2020-04-17,Нижегородская область,458,21,4
2020-04-17,Новгородская область,74,4,0
2020-04-17,Новосибирская область,76,14,2
2020-04-17,Омская область,26,9,0
2020-04-17,Оренбургская область,120,13,2
2020-04-17,Орловская область,85,7,0
2020-04-17,Пензенская область,119,4,2
2020-04-17,Пермский край,144,19,3
2020-04-17,Приморский край,49,3,2
2020-04-17,Псковская область,37,8,4
2020-04-17,Республика Адыгея,79,15,2
2020-04-17,Республика Алтай,1,0,0
2020-04-17,Республика Башкортостан,213,14,8
2020-04-17,Республика Бурятия,103,24,2
2020-04-17,Республика Дагестан,213,9,9
2020-04-17,Республика Ингушетия,191,1,2
2020-04-17,Республика Калмыкия,53,9,3
2020-04-17,Республика Карелия,9,0,0
2020-04-17,Республика Коми,455,6,3
2020-04-17,Республика Крым,40,14,0
2020-04-17,Республика Марий Эл,179,24,1
2020-04-17,Республика Мордовия,136,5,1
2020-04-17,Республика Саха (Якутия),38,15,0
2020-04-17,Республика Северная Осетия — Алания,65,3,2
2020-04-17,Республика Татарстан,144,18,0
2020-04-17,Республика Тыва,9,0,0
2020-04-17,Республика Хакасия,38,3,0
2020-04-17,Ростовская область,168,10,0
2020-04-17,Рязанская область,184,4,0
2020-04-17,Самарская область,63,14,0
2020-04-17,Санкт-Петербург,1507,131,7
2020-04-17,Саратовская область,87,13,0
2020-04-17,Сахалинская область,19,6,0
2020-04-17,Свердловская область,115,47,0
2020-04-17,Севастополь,12,2,0
2020-04-17,Смоленская область,139,1,2
2020-04-17,Ставропольский край,155,19,2
2020-04-17,Тамбовская область,133,8,0
2020-04-17,Тверская область,188,9,0
2020-04-17,Томская область,21,4,0
2020-04-17,Тульская область,199,24,0
2020-04-17,Тюменская область,146,10,2
2020-04-17,Удмуртская Республика,58,6,3
2020-04-17,Ульяновская область,138,2,2
2020-04-17,Хабаровский край,109,9,3
2020-04-17,Ханты-Мансийский автономный округ — Югра,128,15,0
2020-04-17,Челябинская область,57,26,0
2020-04-17,Чеченская Республика,115,15,5
2020-04-17,Чувашская Республика,137,2,1
2020-04-17,Чукотский автономный округ,2,0,0
2020-04-17,Ямало-Ненецкий автономный округ,101,5,1
2020-04-17,Ярославская область,81,7,0
2020-04-18,Алтайский край,63,4,0
2020-04-18,Амурская область,14,4,0
2020-04-18,Архангельская область,39,11,0
2020-04-18,Астраханская область,99,7,3
2020-04-18,Белгородская область,81,9,2
2020-04-18,Брянская область,256,29,1
2020-04-18,Владимирская область,198,11,5
2020-04-18,Волгоградская область,79,23,1
2020-04-18,Вологодская область,86,13,0
2020-04-18,Воронежская область,130,24,5
2020-04-18,Еврейская автономная область,19,4,0
2020-04-18,Забайкальский край,33,4,0
2020-04-18,Ивановская область,164,12,1
2020-04-18,Иркутская область,54,10,2
2020-04-18,Кабардино-Балкарская Республика,114,8,0
2020-04-18,Калининградская область,115,30,1
2020-04-18,Калужская область,151,9,2
2020-04-18,Камчатский край,29,2,0
2020-04-18,Карачаево-Черкесская Республика,50,1,0
2020-04-18,Кемеровская область,26,6,1
2020-04-18,Кировская область,111,13,2
2020-04-18,Костромская область,53,7,2
2020-04-18,Краснодарский край,335,49,4
2020-04-18,Красноярский край,276,17,0
2020-04-18,Курганская область,13,3,0
2020-04-18,Курская область,170,8,2
2020-04-18,Ленинградская область,388,9,0
2020-04-18,Липецкая область,129,38,0
2020-04-18,Магаданская область,62,1,0
2020-04-18,Москва,20754,1679,148
2020-04-18,Московская область,3954,126,40
2020-04-18,Мурманская область,321,27,2
2020-04-18,Ненецкий автономный округ,1,0,0
2020-04-18,Нижегородская область,517,21,4
2020-04-18,Новгородская область,80,4,1
2020-04-18,Новосибирская область,86,16,2
2020-04-18,Омская область,31,13,0
2020-04-18,Оренбургская область,140,15,2
2020-04-18,Орловская область,119,7,1
2020-04-18,Пензенская область,140,4,2
2020-04-18,Пермский край,170,21,3
2020-04-18,Приморский край,67,4,2
2020-04-18,Псковская область,42,8,6
2020-04-18,Республика Адыгея,84,15,2
2020-04-18,Республика Алтай,2,0,0
2020-04-18,Республика Башкортостан,252,14,8
2020-04-18,Республика Бурятия,112,26,2
2020-04-18,Республика Дагестан,257,28,9
2020-04-18,Республика Ингушетия,227,22,4
2020-04-18,Республика Калмыкия,67,9,3
2020-04-18,Республика Карелия,15,0,0
2020-04-18,Республика Коми,474,6,3
2020-04-18,Республика Крым,43,21,0
2020-04-18,Республика Марий Эл,219,24,1
2020-04-18,Республика Мордовия,198,5,1
2020-04-18,Республика Саха (Якутия),47,16,0
2020-04-18,Республика Северная Осетия — Алания,94,5,2
2020-04-18,Республика Татарстан,160,25,0
2020-04-18,Республика Тыва,9,0,0
2020-04-18,Республика Хакасия,46,3,0
2020-04-18,Ростовская область,197,12,0
2020-04-18,Рязанская область,225,9,0
2020-04-18,Самарская область,64,15,0
2020-04-18,Санкт-Петербург,1646,232,8
2020-04-18,Саратовская область,98,13,0
2020-04-18,Сахалинская область,19,6,0
2020-04-18,Свердловская область,126,49,1
2020-04-18,Севастополь,12,2,0
2020-04-18,Смоленская область,152,1,2
2020-04-18,Ставропольский край,209,24,2
2020-04-18,Тамбовская область,165,8,0
2020-04-18,Тверская область,237,9,0
2020-04-18,Томская область,24,4,0
2020-04-18,Тульская область,229,25,0
2020-04-18,Тюменская область,185,10,2
2020-04-18,Удмуртская Республика,62,6,3
2020-04-18,Ульяновская область,157,2,2
2020-04-18,Хабаровский край,147,12,4
2020-04-18,Ханты-Мансийский автономный округ — Югра,161,19,0
2020-04-18,Челябинская область,61,29,0
2020-04-18,Чеченская Республика,175,15,5
2020-04-18,Чувашская Республика,164,6,1
2020-04-18,Чукотский автономный округ,2,0,0
2020-04-18,Ямало-Ненецкий автономный округ,106,7,1
2020-04-18,Ярославская область,105,12,0
2020-04-19,Алтайский край,72,4,0
2020-04-19,Амурская область,16,4,0
2020-04-19,Архангельская область,107,11,0
2020-04-19,Астраханская область,123,9,3
2020-04-19,Белгородская область,90,11,2
2020-04-19,Брянская область,279,30,1
2020-04-19,Владимирская область,225,11,5
2020-04-19,Волгоградская область,93,23,1
2020-04-19,Вологодская область,93,13,0
2020-04-19,Воронежская область,156,28,5
2020-04-19,Еврейская автономная область,20,4,0
2020-04-19,Забайкальский край,34,4,0
2020-04-19,Ивановская область,183,12,1
2020-04-19,Иркутская область,55,12,2
2020-04-19,Кабардино-Балкарская Республика,136,8,0
2020-04-19,Калининградская область,126,30,1
2020-04-19,Калужская область,188,9,2
2020-04-19,Камчатский край,34,3,0
2020-04-19,Карачаево-Черкесская Республика,67,1,0
2020-04-19,Кемеровская область,35,6,1
2020-04-19,Кировская область,150,14,2
2020-04-19,Костромская область,66,7,2
2020-04-19,Краснодарский край,383,54,5
2020-04-19,Красноярский край,300,17,0
2020-04-19,Курганская область,13,3,0
2020-04-19,Курская область,196,8,2
2020-04-19,Ленинградская область,417,9,0
2020-04-19,Липецкая область,149,48,1
2020-04-19,Магаданская область,63,1,0
2020-04-19,Москва,24324,1763,176
2020-04-19,Московская область,4663,162,49
